,Job_Id,Emp_Type,Job_Title,Company,Date_Posted,Salary_Range,Salary_Type,Year_Experience,Seniority,Category,Requirements
113,[b'MCF-2020-0069198'],[b'Full Time'],[b'Principal (Data / AI / Analytic)'],[b'INFOSYS CONSULTING PTE. LTD.'],[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$10,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$14,000</span></div>']",[b'Monthly'],[b'10 years  exp'],[b'Middle Management'],[b'Consulting'],"[""\nDemonstrated experience in Digital/Data/AI and Analytics adoption strategies\nAI/Data Scientist/Data Insights: To elevate the design of analytics and business related strategies and capabilities including artificial intelligence(AI), machine learning, data science and business intelligence.\nAbility to prepare data sets for insights, ascertain meaningful insights from the data sets, and create message visualization using data analytics tools like SAS, SQL, Adobe, Tableau, Qlikview or MSBI\nIn-depth passion of analytics across the ecosystem including (but not limited to) strategy, technology, process and business and technology transformations\nExperience in advisory and project space including consulting, contracting, internal advisory function in data strategy and execution space with financial services and/or Telcos\nAbility to augment client’s analytics, information and/or data strategy and help its execution to improve their products or services offering and increased value for the client's business\nAbility to piece together disparate sets of data/information and find ways to collect, aggregate, store and present meaningful information\nData Strategist/Strategy, Data Transformation - Expertise in design and implementation of AI/Analytics/data management strategies including aspects of data governance, architecture, data security.\nExperience in being part of or running project/program delivery and budget management through establishing project controls so that risks, issues and roadblocks are appropriately addressed and/or mitigated\nExperience in Consulting will be an additional plus.\nUnderstanding of standard data modelling tools and assets.\nConceptualise and design technical architecture, data architecture, solution design\nAssess and analyse complex BI/EPM contexts and develop to-be architecture and business case\nOwn, design and deliver business outcomes with technology solutions within large organisations\nUnderstanding of data modelling in the context of big data and real-time data\n, \nMasters basic project management skills. Manages \xa0\xa0scope, timeline, resources, deliverables, and value to client and Infosys. \xa0\xa0Reports status, tracks and resolves issues, manages risks. \xa0Functional experts across these domains- IoT, \xa0\xa0AI, Blockchain, AR/VR, Cloud, Machine Learning, Data Management, Data \xa0\xa0architecture.\nLeads client delivery teams\nEstablishes focus area and concentrates deployment and delivery \xa0\xa0in that area\nBegins to contribute thought leadership and IP in focus area\nDevelops focus area or specialization. Builds personal brand\n, \nBachelor’s degree in Economics, Engineering, Strategy, Statistics or similar required; advanced degree (Master’s, MBA, PhD etc.) preferred\nRelevant management consulting experience, e.g. growth strategy development, business case creation, customer experience strategy and journey design, segmentation and advanced analytics model creation, operating model and process design, cost and operations optimization, IT and cloud strategy etc.\nTertiary qualifications in relevant subject such as business, computer science, digital marketing etc.\n, \nAnalytical Skills: Ability to articulate complex analytical requirements and findings in common non-technical terms.\nCollaborative and social: Must be able to communicate well with a wide variety of people.\nExceptional Communication skills.\nStrong Problem Solving Skills:See the world from unique viewpoints and provide lightbulb moments with clients.\nRelationship Management-Build and manage relationship with clients and internal stakeholders\n""]"
114,[b'MCF-2020-0069190'],[b'Full Time'],[b'Senior Principal (Data / AI / Analytics)'],[b'INFOSYS CONSULTING PTE. LTD.'],[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$13,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$18,000</span></div>']",[b'Monthly'],[b'10 years  exp'],[b'Middle Management'],[b'Consulting'],"[""\nDemonstrated experience in Digital/Data/AI and Analytics adoption strategies\nAI/Data Scientist/Data Insights: To elevate the design of analytics and business related strategies and capabilities including artificial intelligence(AI), machine learning, data science and business intelligence.\nAbility to prepare data sets for insights, ascertain meaningful insights from the data sets, and create message visualization using data analytics tools like SAS, SQL, Adobe, Tableau, Qlikview or MSBI\nIn-depth passion of analytics across the ecosystem including (but not limited to) strategy, technology, process and business and technology transformations\nExperience in advisory and project space including consulting, contracting, internal advisory function in data strategy and execution space with financial services and/or Telcos\nAbility to augment client’s analytics, information and/or data strategy and help its execution to improve their products or services offering and increased value for the client's business\nAbility to piece together disparate sets of data/information and find ways to collect, aggregate, store and present meaningful information\nData Strategist/Strategy, Data Transformation - Expertise in design and implementation of AI/Analytics/data management strategies including aspects of data governance, architecture, data security.\nExperience in being part of or running project/program delivery and budget management through establishing project controls so that risks, issues and roadblocks are appropriately addressed and/or mitigated\nExperience in Consulting will be an additional plus.\nUnderstanding of standard data modelling tools and assets.\nConceptualise and design technical architecture, data architecture, solution design\nAssess and analyse complex BI/EPM contexts and develop to-be architecture and business case\nOwn, design and deliver business outcomes with technology solutions within large organisations\nUnderstanding of data modelling in the context of big data and real-time data\n, \nLead key client stakeholder relationships managing \xa0\xa0overall delivery these domains- IoT, AI, Blockchain, AR/VR, Cloud, Machine \xa0\xa0Learning, Data Management, Data architecture.\nRepresents Infosys to client – leads team’s \xa0\xa0interactions with client\nManages complex client delivery programs\nEstablishes clear platform and builds out knowledge, IP and team \xa0\xa0to deliver platform offerings\nCoaches project team members and counselees on both soft and \xa0\xa0hard skills. Adjusts style and approach to get the most out of each \xa0\xa0individual\nOpens conversations with new and existing clients that lead to \xa0\xa0revenue generating opportunities. Presents effectively in orals and sales \xa0\xa0meetings– can sell self and others\nMasters advanced presentation skills. Delivers complex \xa0\xa0presentations and leads senior management discussions. Delivers effective \xa0\xa0sales pitches\n\n, \nBachelor’s degree in Economics, Engineering, Strategy, Statistics or similar required; advanced degree (Master’s, MBA, PhD etc.) preferred\nRelevant management consulting experience, e.g. growth strategy development, business case creation, customer experience strategy and journey design, segmentation and advanced analytics model creation, operating model and process design, cost and operations optimization, IT and cloud strategy etc.\nTertiary qualifications in relevant subject such as business, computer science, digital marketing etc.\n, \nAnalytical Skills: Ability to articulate complex analytical requirements and findings in common non-technical terms.\nCollaborative and social: Must be able to communicate well with a wide variety of people.\nExceptional Communication skills.\nStrong Problem Solving Skills:See the world from unique viewpoints and provide lightbulb moments with clients.\nRelationship Management-Build and manage relationship with clients and internal stakeholders\n""]"
115,[b'MCF-2020-0068996'],[b'Permanent'],[b'Data Science &amp; AI Training Instructor'],[b'SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.'],[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$5,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$8,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Senior Executive'],"[b'Engineering, Manufacturing, Sciences / Laboratory / R&amp;D, Others']","['\nBe the Evangelist to upskill our employees in the area of data science and advanced analytics and grow the analytics community inside Seagate\nBe the Head Coach of our CDS learners. Ability to guide learners in their CDS learning and actual problem solving using data science techniques\nDesign, implement, execute, administer and maintain the program\nBe the subject matter expert (SME) of the program\nWork closely with the Program Manager to design and develop the curriculum, training materials and exams\nConduct workshops for Program’s participants. Prepare analytics working examples and solutions. Share data science working knowledge and best practices with the certification participants\nDevelop AI Trainer Program\nCreate, lead and manage community blog\nMonitor and respond to queries on message board\nProvide support to participants’ technical queries on the training materials and online courses\nComplete ad-hoc projects and assignments, as required\nAct as an advisor for participants’ data science projects as part of the certification\nBe required to take conference calls outside of regular office hours to communicate with stakeholders at other regions\n, \nGood oral, written communication, and public speaking skills. Ability to condense complex technical concepts into clear and concise takeaways for CDS Certification Program participants\nEffective organizational and time management skills\nDemonstrated discretion, good judgment, and professional work ethics\nA self-starter. Ability to work alone as well as in a team environment\nA collaborative attitude and a global mindset with an ability to work well with native and non-native English speakers\n, \nExperienced data scientist and passionate about teaching\nHighly proficient and have hands-on knowledge in Python, related Python libraries, SQL, R, and TensorFlow\nHands-on experience with guided analytics software such as KNIME\nGood understanding of Hadoop, Spark, AWS, Azure, Containerization, and Edge Compute\nSolid technical knowledge in machine learning, deep learning, statistical algorithms, data mining, data structures, visualization, and storytelling\nRelevant experience in Data Science/Analytics practitioner work\nRelevant experience in developing training curriculum and/or delivering a Data Science/Analytics training is a plus. Ability to create technical training materials and presentation files\n']"
116,[b'MCF-2020-0069669'],"[b'Permanent, Full Time']","[b'Oracle Software Engineer, Regulatory Reporting, Associate']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$7,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$14,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Executive'],[b'Information Technology'],"['\nBS/BA degree or equivalent experience\n\nAdvanced knowledge of application, data and infrastructure architecture disciplines\n\nUnderstanding of architecture and design across all systems\n\nWorking proficiency in developmental toolsets\n\nKnowledge of industry wide technology trends and best practices\n\nAbility to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture\n\nProficiency in one or more modern programming languages\n\nPrimary - Oracle, PL/SQL, and some experience in Java/J2EE\n\nSecondly – Some experience in one or more areas - ETL/BI tools or Big data or API/Microservices\n\nUnderstanding of software skills such as business analysis, development, maintenance and software improvement\n\nKnowledge of Devops model of continuous and automated integration, test and delivery\n\nExperience in working with off-shore teams and matrix reporting\n\nExperience in finance industry, data warehousing, regulatory reporting, business intelligence, or big data will be an advantage.\n\n']"
117,[b'MCF-2020-0069661'],"[b'Permanent, Full Time']","[b'Oracle Software Engineer, Regulatory Reporting, Associate']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$6,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$12,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Executive'],[b'Information Technology'],"['\nBS/BA degree or equivalent experience\n\nAdvanced knowledge of application, data and infrastructure architecture disciplines\n\nUnderstanding of architecture and design across all systems\n\nWorking proficiency in developmental toolsets\n\nKnowledge of industry wide technology trends and best practices\n\nAbility to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture\n\nProficiency in one or more modern programming languages\n\nPrimary - Oracle, PL/SQL, and some experience in Java/J2EE\n\nSecondly – Some experience in one or more areas - ETL/BI tools or Big data or API/Microservices\n\nUnderstanding of software skills such as business analysis, development, maintenance and software improvement\n\nKnowledge of Devops model of continuous and automated integration, test and delivery\n\nExperience in working with off-shore teams and matrix reporting\n\nExperience in finance industry, data warehousing, regulatory reporting, business intelligence, or big data will be an advantage.\n\n']"
118,[b'MCF-2020-0069654'],"[b'Permanent, Full Time']","[b'Oracle Software Engineer, Regulatory Reporting, Associate']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$7,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$14,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Executive'],[b'Information Technology'],"['\nBS/BA degree or equivalent experience\n\nAdvanced knowledge of application, data and infrastructure architecture disciplines\n\nUnderstanding of architecture and design across all systems\n\nWorking proficiency in developmental toolsets\n\nKnowledge of industry wide technology trends and best practices\n\nAbility to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture\n\nProficiency in one or more modern programming languages\n\nPrimary - Oracle, PL/SQL, and some experience in Java/J2EE\n\nSecondly – Some experience in one or more areas - ETL/BI tools or Big data or API/Microservices\n\nUnderstanding of software skills such as business analysis, development, maintenance and software improvement\n\nKnowledge of Devops model of continuous and automated integration, test and delivery\n\nExperience in working with off-shore teams and matrix reporting\n\nExperience in finance industry, data warehousing, regulatory reporting, business intelligence, or big data will be an advantage.\n\n']"
119,[b'MCF-2020-0069645'],"[b'Permanent, Full Time']","[b'Oracle Software Engineer, Regulatory Reporting, Associate']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$6,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$12,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Executive'],[b'Information Technology'],"['\nBS/BA degree or equivalent experience\n\nAdvanced knowledge of application, data and infrastructure architecture disciplines\n\nUnderstanding of architecture and design across all systems\n\nWorking proficiency in developmental toolsets\n\nKnowledge of industry wide technology trends and best practices\n\nAbility to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture\n\nProficiency in one or more modern programming languages\n\nPrimary - Oracle, PL/SQL, and some experience in Java/J2EE\n\nSecondly – Some experience in one or more areas - ETL/BI tools or Big data or API/Microservices\n\nUnderstanding of software skills such as business analysis, development, maintenance and software improvement\n\nKnowledge of Devops model of continuous and automated integration, test and delivery\n\nExperience in working with off-shore teams and matrix reporting\n\nExperience in finance industry, data warehousing, regulatory reporting, business intelligence, or big data will be an advantage.\n\n']"
120,[b'MCF-2020-0069640'],"[b'Permanent, Full Time']","[b'Java Software Engineer, Regulatory Reporting, Associate']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$7,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$14,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Executive'],[b'Information Technology'],"['\nBS/BA degree or equivalent experience\n\nAdvanced knowledge of application, data and infrastructure architecture disciplines\n\nUnderstanding of architecture and design across all systems\n\nWorking proficiency in developmental toolsets\n\nKnowledge of industry wide technology trends and best practices\n\nAbility to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture\n\nProficiency in one or more modern programming languages\n\nMandatory - Java/J2EE, RDBMS\n\nGood to have– Some experience in one or more areas - ETL/BI tools or Big data or API/Microservices\n\nUnderstanding of software skills such as business analysis, development, maintenance and software improvement\n\nKnowledge of Devops model of continuous and automated integration, test and delivery\n\nExperience in working with off-shore teams and matrix reporting\n\nExperience in finance industry, data warehousing, regulatory reporting, business intelligence, or big data will be an advantage.\n\n']"
121,[b'MCF-2020-0069619'],"[b'Part Time, Full Time']","[b'Java Software Engineer, Regulatory Reporting, Associate']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$6,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$12,000</span></div>']",[b'Monthly'],[b'10 years  exp'],[b'Senior Executive'],[b'Information Technology'],"['\nBS/BA degree or equivalent experience\n\nAdvanced knowledge of application, data and infrastructure architecture disciplines\n\nUnderstanding of architecture and design across all systems\n\nWorking proficiency in developmental toolsets\n\nKnowledge of industry wide technology trends and best practices\n\nAbility to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture\n\nProficiency in one or more modern programming languages\n\nMandatory - Java/J2EE, RDBMS\n\nGood to have– Some experience in one or more areas - ETL/BI tools or Big data or API/Microservices\n\nUnderstanding of software skills such as business analysis, development, maintenance and software improvement\n\nKnowledge of Devops model of continuous and automated integration, test and delivery\n\nExperience in working with off-shore teams and matrix reporting\n\nExperience in finance industry, data warehousing, regulatory reporting, business intelligence, or big data will be an advantage.\n\n']"
122,[b'MCF-2020-0069599'],"[b'Permanent, Full Time']","[b'Java Software Engineer, Regulatory Reporting, Associate']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$7,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$14,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Executive'],[b'Information Technology'],"['\nBS/BA degree or equivalent experience\n\nAdvanced knowledge of application, data and infrastructure architecture disciplines\n\nUnderstanding of architecture and design across all systems\n\nWorking proficiency in developmental toolsets\n\nKnowledge of industry wide technology trends and best practices\n\nAbility to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture\n\nProficiency in one or more modern programming languages\n\nMandatory - Java/J2EE, RDBMS\n\nGood to have– Some experience in one or more areas - ETL/BI tools or Big data or API/Microservices\n\nUnderstanding of software skills such as business analysis, development, maintenance and software improvement\n\nKnowledge of Devops model of continuous and automated integration, test and delivery\n\nExperience in working with off-shore teams and matrix reporting\n\nExperience in finance industry, data warehousing, regulatory reporting, business intelligence, or big data will be an advantage.\n\n']"
123,[b'MCF-2020-0069580'],"[b'Permanent, Full Time']","[b'Java Software Engineer, Regulatory Reporting, Associate']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$6,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$12,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Executive'],[b'Information Technology'],"['\nBS/BA degree or equivalent experience\n\nAdvanced knowledge of application, data and infrastructure architecture disciplines\n\nUnderstanding of architecture and design across all systems\n\nWorking proficiency in developmental toolsets\n\nKnowledge of industry wide technology trends and best practices\n\nAbility to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture\n\nProficiency in one or more modern programming languages\n\nMandatory - Java/J2EE, RDBMS\n\nGood to have– Some experience in one or more areas - ETL/BI tools or Big data or API/Microservices\n\nUnderstanding of software skills such as business analysis, development, maintenance and software improvement\n\nKnowledge of Devops model of continuous and automated integration, test and delivery\n\nExperience in working with off-shore teams and matrix reporting\n\nExperience in finance industry, data warehousing, regulatory reporting, business intelligence, or big data will be an advantage.\n\n']"
124,[b'MCF-2020-0069565'],"[b'Permanent, Full Time']","[b'Java Software Engineer, Regulatory Reporting, Associate']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$7,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$14,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Executive'],[b'Information Technology'],"['\nBS/BA degree or equivalent experience\n\nAdvanced knowledge of application, data and infrastructure architecture disciplines\n\nUnderstanding of architecture and design across all systems\n\nWorking proficiency in developmental toolsets\n\nKnowledge of industry wide technology trends and best practices\n\nAbility to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture\n\nProficiency in one or more modern programming languages\n\nMandatory - Java/J2EE, RDBMS\n\nGood to have– Some experience in one or more areas - ETL/BI tools or Big data or API/Microservices\n\nUnderstanding of software skills such as business analysis, development, maintenance and software improvement\n\nKnowledge of Devops model of continuous and automated integration, test and delivery\n\nExperience in working with off-shore teams and matrix reporting\n\nExperience in finance industry, data warehousing, regulatory reporting, business intelligence, or big data will be an advantage.\n\n']"
125,[b'MCF-2020-0069551'],"[b'Permanent, Full Time']","[b'Java Software Engineer, Regulatory Reporting, Associate']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$6,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$12,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Executive'],[b'Information Technology'],"['\nBS/BA degree or equivalent experience\n\nAdvanced knowledge of application, data and infrastructure architecture disciplines\n\nUnderstanding of architecture and design across all systems\n\nWorking proficiency in developmental toolsets\n\nKnowledge of industry wide technology trends and best practices\n\nAbility to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture\n\nProficiency in one or more modern programming languages\n\nMandatory - Java/J2EE, RDBMS\n\nGood to have– Some experience in one or more areas - ETL/BI tools or Big data or API/Microservices\n\nUnderstanding of software skills such as business analysis, development, maintenance and software improvement\n\nKnowledge of Devops model of continuous and automated integration, test and delivery\n\nExperience in working with off-shore teams and matrix reporting\n\nExperience in finance industry, data warehousing, regulatory reporting, business intelligence, or big data will be an advantage.\n\n']"
126,[b'MCF-2020-0069538'],"[b'Permanent, Full Time']","[b'Java Software Engineer, Regulatory Reporting, Associate']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$7,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$14,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Executive'],[b'Information Technology'],"['\nBS/BA degree or equivalent experience\n\nAdvanced knowledge of application, data and infrastructure architecture disciplines\n\nUnderstanding of architecture and design across all systems\n\nWorking proficiency in developmental toolsets\n\nKnowledge of industry wide technology trends and best practices\n\nAbility to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture\n\nProficiency in one or more modern programming languages\n\nMandatory - Java/J2EE, RDBMS\n\nGood to have– Some experience in one or more areas - ETL/BI tools or Big data or API/Microservices\n\nUnderstanding of software skills such as business analysis, development, maintenance and software improvement\n\nKnowledge of Devops model of continuous and automated integration, test and delivery\n\nExperience in working with off-shore teams and matrix reporting\n\nExperience in finance industry, data warehousing, regulatory reporting, business intelligence, or big data will be an advantage.\n\n']"
127,[b'MCF-2020-0069533'],"[b'Permanent, Full Time']","[b'Java Software Engineer, Regulatory Reporting, Associate']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$6,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$12,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Executive'],[b'Information Technology'],"['\nBS/BA degree or equivalent experience\n\nAdvanced knowledge of application, data and infrastructure architecture disciplines\n\nUnderstanding of architecture and design across all systems\n\nWorking proficiency in developmental toolsets\n\nKnowledge of industry wide technology trends and best practices\n\nAbility to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture\n\nProficiency in one or more modern programming languages\n\nMandatory - Java/J2EE, RDBMS\n\nGood to have– Some experience in one or more areas - ETL/BI tools or Big data or API/Microservices\n\nUnderstanding of software skills such as business analysis, development, maintenance and software improvement\n\nKnowledge of Devops model of continuous and automated integration, test and delivery\n\nExperience in working with off-shore teams and matrix reporting\n\nExperience in finance industry, data warehousing, regulatory reporting, business intelligence, or big data will be an advantage.\n\n']"
128,[b'MCF-2020-0069511'],"[b'Permanent, Full Time']","[b'Java Software Engineer, Regulatory Reporting, Associate']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$6,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$12,000</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Executive'],[b'Information Technology'],"['\nBS/BA degree or equivalent experience\n\nAdvanced knowledge of application, data and infrastructure architecture disciplines\n\nUnderstanding of architecture and design across all systems\n\nWorking proficiency in developmental toolsets\n\nKnowledge of industry wide technology trends and best practices\n\nAbility to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture\n\nProficiency in one or more modern programming languages\n\nMandatory - Java/J2EE, RDBMS\n\nGood to have– Some experience in one or more areas - ETL/BI tools or Big data or API/Microservices\n\nUnderstanding of software skills such as business analysis, development, maintenance and software improvement\n\nKnowledge of Devops model of continuous and automated integration, test and delivery\n\nExperience in working with off-shore teams and matrix reporting\n\nExperience in finance industry, data warehousing, regulatory reporting, business intelligence, or big data will be an advantage.\n\n']"
129,[b'MCF-2020-0069423'],"[b'Permanent, Full Time']",[b'Full Stack Developer'],[b'CHINSAY PTE. LTD.'],[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$6,000</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$10,000</span></div>']",[b'Monthly'],[b'3 years  exp'],[b'Professional'],[b'Information Technology'],"['\nSeveral \xa0years development in C# and .NET, or another language and set of core libraries, packages, and tools that you can convince us translates to short-term productivity\nStrong JavaScript skills — bonus for experience with TypeScript\nDeep familiarity with one or more front-end JavaScript frameworks, e.g. Knockout, React, AngularJS, or Vue.js\nAppreciation for and ability to produce clean, effective, well-designed, and well-tested code\nThe ability to work effectively from the definition of a problem, and to come up with clean, timely, supportable, and occasionally breathtakingly elegant solutions to problems\n, \nDeep database experience, with either SQL or NoSQL databases\nTDD experience\nExpertise in writing unit tests\nA strong data security background\nA keen design sense and the HTML and CSS skills to back it up\nExpertise working with search engines, e.g. Azure Search, Elastic Search or Solr\nA strong background in Azure\nExperience with Azure DevOps\nGit mastery\nYou can give (and take) a good code review\nExperience with Business Intelligence, data visualization, data warehouses, data mining, Snowflake, Hadoop\nExperience with containerization technologies, e.g. Docker, Vagrant, Kubernetes\nExperience with blockchain and distributed ledger technology\n, \nA sense of humour, love for programming, and ability to communicate and work effectively with team members throughout the organisation\n']"
130,[b'MCF-2020-0069231'],[b'Contract'],[b'UX Designer'],[b'KNOWLEDGE NAVIGATOR PTE. LTD.'],[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$1,800</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$2,500</span></div>']",[b'Monthly'],[b'1 year  exp'],[b'Non-executive'],"[b'Design, Information Technology, Others']","['\nBuild reusable libraries of interface artefacts that will define the public face of the company\nHybrid design and front-end developer role\nCreate wireframes and high-fidelity mock-ups and translate them into elegant web and mobile experiences\nEnsure that all user inputs are validated before submitting to back-end\nCollaborate with teams to ideate, iterate and refine designs\nUnderstand and work within parameters: Design goals, requirements, usability, and technical constraints\n, \nAggressively passionate about creating great user experiences\nA portfolio that shows who you are on the screen as a designer\nPassionate about startups, deep tech, and user experience\nProficient with web markup languages such as HTML and CSS\nExperience with front end JavaScript libraries and frameworks, such as AngularJS and ReactJS\nCreative, self-motivated, dedicated team player and able to work independently\nAble to work on multiple projects at same time with given timeline\n, \nWe evaluate candidates on a case-by case basis and value skills, values, attitude and ethics over paper qualifications\n, \nWe build technically robust, future proof product platforms. We are technically future minded and design our products for long term interoperability and scalability.\nWe believe in a growth centric mindset. We value lifelong learning and curiosity, and that there are always better and smarter ways of doing things.\nWe want to help each person reach their own highest potential. We recognise success and excellence comes in many forms and we want to realise this for every individual.\n, \nAn amazing, condensed experience – learn more in 3 months than a year in a large company\nTangible, visible impact – own a project that has real commercial influence\nWork in a startup implementing state of the art technology\nExposure to full stack AI product development\nExposure to the startup life and ecosystem – pitches, demo days, VCs and fundraising\nPersonal attention and mentorship from co-founders\n']"
131,[b'MCF-2020-0069777'],[b'Contract'],[b'Business Analyst'],[b'MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD'],[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$6,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$7,500</span></div>']",[b'Monthly'],[b'5 years  exp'],[b'Executive'],[b'Information Technology'],['']
132,[b'MCF-2020-0069725'],[b'Contract'],[b'Event Project Manager'],[b'SCIENTE INTERNATIONAL PTE. LTD.'],[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$6,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$8,500</span></div>']",[b'Monthly'],[b'4 years  exp'],[b'Manager'],[b'Banking and Finance'],"['\nDegree in business, marketing, communications, or relevant field of study;\n4+ years in event planning/marketing and logistics (design to execution) from small to large scale events;\nAbility to drive success in event management and project management;\nAbility to travel and work independently and autonomously;\nAWS Cloud basic knowledge.\n, \nUnderstand latest trend on artificial intelligence and machine learning.\n, \nEnd to end event planing and execution, from\xa0developing agenda to event management specifics such as venue selection, catering, event promotion, staffing, registration, budgeting, onsite event management and post event follow up;\nAlign & Calibrate\xa0events based on\xa0success factors and events goals with\xa0various type of events, campaigns or roadshows;\nWork closely with internal and external stakeholders including internal cloud communications team\xa0for the project;\nDevelop\xa0and execute\xa0gamified approach to new and existing game players regionally;\nReport & track\xa0project and player’s progress;\nAdvocate relevant and continuous learnings for both new and existing players to keep up with the game.\n']"
133,[b'MCF-2020-0069569'],"[b'Contract, Permanent, Full Time']","[b'Python Developer, Data Engineering, VP']","[b'JPMORGAN CHASE BANK, N.A.']",[b'Posted 23 Mar 2020'],"[b'<div class=""lh-solid""><span class=""dib"">$7,500</span><span class=""dib""><span class=""f5 fw4 ph1"">to</span>$15,000</span></div>']",[b'Monthly'],[b'10 years  exp'],[b'Senior Executive'],[b'Banking and Finance'],['']
