Emp_Type,Job_Title,Company,Year_Experience,Seniority,Category,Requirements,Min_Salary,Max_Salary,Avg_Salary,Cat_num
"Contract, Permanent","Scientist (Naval Architecture / Marine Hydrodynamics), TCOMS","TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPORE LTD.",3 years  exp,Professional,"Sciences , Laboratory , R&D","   Perform research in the areas of: seakeeping and maneuverability motions and response analysis of ships and floating structures machine learning for maritime applications such as system identification of vessel behaviour autonomous vessel control wave dynamics resistance and propulsion Conduct extensive and high-quality research to develop integrated physical-numerical modelling & simulations using combinations of: physical experiments and field / experimental sensing numerical simulations using CFD and/or potential flowbased models or other relevant techniques machine learning and data analytics Collaborate with industry partners, affiliated research institutes and other relevant stakeholders to assist in securing further research grants. Any other duties as assigned by supervisor. ,  PhD in Naval Architecture, Offshore/Ocean/Marine Engineering, Fluid dynamics, Applied Mathematics or other related disciplines. ,  Preferably 3 years of relevant postdoctoral/research/industry experience with competent knowledge in some of the following areas: Strong working knowledge of naval architecture, marine engineering, hydrodynamics and offshore engineering. Knowledge and experience in using potential flow and CFD software packages to simulate the seakeeping and manoeuvring behaviour of vessels / groups of vessels. Model experiments in towing tank and ocean basin. Knowledge/ experience in sensing, data analytics, machine learning of marine and offshore systems at model- and fullscale will be an advantage. Hardware-in-the-loop (HIL) testing and development Prior experience / knowledge of the following software /programming languages will be preferred: StarCCM+, OpenFOAM, HydroStar, WAMIT, SESAM Suite or equivalent, Fortran, Python and/or C++ ,  Good interpersonal and communications skills. Ability to adapt and work effectively as members of a team. Good command of written and spoken English language. Resourceful and self-driven with a high degree of professional integrity.   ",4500.0,9000.0,6750.0,2
"Contract, Permanent","Research Engineer (Naval Architecture / Marine Hydrodynamics), TCOMS","TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPORE LTD.",3 years  exp,Professional,"Sciences , Laboratory , R&D","   Perform research in the areas of: seakeeping and manoeuvrability motions and response analysis of ships and floating structures machine learning for maritime applications such as system identification of vessel behaviour autonomous vessel control wave dynamics resistance and propulsion Conduct extensive and high-quality research to develop integrated physical-numerical modelling & simulations using combinations of: physical experiments and field / experimental sensing numerical simulations using CFD and/or potential flowbased models or other relevant techniques machine learning and data analytics Collaborate with industry partners, affiliated research institutes and other relevant stakeholders to assist in securing further research grants. Any other duties as assigned by supervisor. ,  Bachelor s or Master s degree in Naval Architecture, Offshore/Ocean/Marine Engineering, Fluid dynamics, Applied Mathematics or other related disciplines. ,  Preferably 3 years of relevant postdoctoral/research/industry experience with competent knowledge in some of the following areas: Strong working knowledge of naval architecture, marine engineering, hydrodynamics and offshore engineering. Knowledge and experience in using potential flow and CFD software packages to simulate the seakeeping and manoeuvring behaviour of vessels / groups of vessels. Model experiments in towing tank and ocean basin. Knowledge/ experience in sensing, data analytics, machine learning of marine and offshore systems at model- and fullscale will be an advantage. Hardware-in-the-loop (HIL) testing and development Prior experience / knowledge of the following software /programming languages will be preferred: StarCCM+, OpenFOAM, HydroStar, WAMIT, SESAM Suite or equivalent, Fortran, Python and/or C++ ,  Good interpersonal and communications skills. Ability to adapt and work effectively as members of a team. Good command of written and spoken English language. Resourceful and self-driven with a high degree of professional integrity.   ",3900.0,7800.0,5850.0,2
"Contract, Permanent","Research Engineer (Naval Architecture / Marine Hydrodynamics), TCOMS","TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPORE LTD.",3 years  exp,Professional,"Sciences , Laboratory , R&D","   Perform research in the areas of: seakeeping and manoeuvrability motions and response analysis of ships and floating structures machine learning for maritime applications such as system identification of vessel behaviour autonomous vessel control wave dynamics resistance and propulsion Conduct extensive and high-quality research to develop integrated physical-numerical modelling & simulations using combinations of: physical experiments and field / experimental sensing numerical simulations using CFD and/or potential flowbased models or other relevant techniques machine learning and data analytics Collaborate with industry partners, affiliated research institutes and other relevant stakeholders to assist in securing further research grants. Any other duties as assigned by supervisor. ,  Bachelor s or Master s degree in Naval Architecture, Offshore/Ocean/Marine Engineering, Fluid dynamics, Applied Mathematics or other related disciplines. ,  Preferably 3 years of relevant postdoctoral/research/industry experience with competent knowledge in some of the following areas: Strong working knowledge of naval architecture, marine engineering, hydrodynamics and offshore engineering. Knowledge and experience in using potential flow and CFD software packages to simulate the seakeeping and manoeuvring behaviour of vessels / groups of vessels. Model experiments in towing tank and ocean basin. Knowledge/ experience in sensing, data analytics, machine learning of marine and offshore systems at model- and fullscale will be an advantage. Hardware-in-the-loop (HIL) testing and development Prior experience / knowledge of the following software /programming languages will be preferred: StarCCM+, OpenFOAM, HydroStar, WAMIT, SESAM Suite or equivalent, Fortran, Python and/or C++ ,  Good interpersonal and communications skills. Ability to adapt and work effectively as members of a team. Good command of written and spoken English language. Resourceful and self-driven with a high degree of professional integrity.   ",3000.0,5500.0,4250.0,2
"Contract, Permanent","Senior /  Research Engineer (National Precision Medicine), Computing & Intelligence, IHPC, A*STAR",A*STAR RESEARCH ENTITIES,1 year  exp,Fresh/entry level,"Engineering, Sciences , Laboratory , R&D","   Coordinate  with bioinformatics experts and collaborators to collect the requirements in  genomic data processing and analysis. Join  the team to develop a scalable and robust genomic data analytics platform in  on-premise and/or public cloud environments. Optimize  the platform by proposing novel designs to improve the performance, system  robustness, usability, hardware utilization and reduce the cost. Conduct  both fundamental and applied research in the domains of machine learning, deep  learning, and distributed computing and big data processing. ,  Master  or Bachelor degree in Computer Science/Engineering, Electrical Engineering or  equivalent with proven research expertise and development  experiences Have  conducted impactful research and industry projects on some of the following  areas: parallel and distributed computing, cloud computing, statistics, machine  learning; Be  familiar with large-scale distributed storage/computing system workflow and  platform on local clusters, HPC and public Cloud; Significant  experience in multi-language programming (e.g. C++, C#, Java, Python, Go), and  software development; Excellent  technical written and verbal communication skills, ability to effectively  communicate with team members and collaborators; Background  in bioinformatics, genomic data processing and disease risk prediction are  preferable.   ",3000.0,6000.0,4500.0,3
Permanent,Associate - Lead Developer - Information Technology - Singapore,NOMURA SINGAPORE LIMITED,3 years  exp,Professional,"Banking , Finance",    ,6250.0,9500.0,7875.0,1
"Contract, Permanent","Research Engineer (Physical Oceanography / Metocean), TCOMS","TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPORE LTD.",3 years  exp,Professional,"Sciences , Laboratory , R&D","   Perform research in the following areas, to support the development of real-time modelling system: physical oceanography wave and coastal hydrodynamics modelling wind-wave modelling wave-current interactions machine learning for prediction of environmental characteristics Conduct extensive and high-quality research to develop integrated physical-numerical modelling & simulations using combinations of: physical experiments and field / experimental sensing numerical simulations using CFD and/or potential flow-based models or other relevant techniques data analytics Collaborate with industry partners, affiliated research institutes and other relevant stakeholders to assist in securing further research grants. Any other duties as assigned by supervisor. ,  Bachelorâs or Masterâs Degree from reputable universities in Physical Oceanography, Ocean Engineering, Naval Architecture, Civil Engineering, Applied Mathematics or other related disciplines. ,  Preferably 3 years of relevant research/industry experience with competent knowledge in some of the following areas: Deep knowledge in numerical simulation of wave hydrodynamics, such as wave-current interactions, nonlinear wave modelling and wind-wave modelling Physical modelling in wave flume, wave tank or ocean basin. Hardware-in-the-loop (HIL) testing and development Sensing, data analytics and machine learning. Knowledge of following numerical methods/software such as: Higher Order Spectral Method (HOSM), Boundary Element Method (BEM) or equivalent potential flow method; and OpenFOAM, StarCCM+ MIKE21, SELFE SWAN, WAVE WATCH III or similar software ,  Good interpersonal and communications skills. Ability to adapt and work effectively as members of a team. Good command of written and spoken English language. Resourceful and self-driven with a high degree of professional integrity.   ",3900.0,7800.0,5850.0,2
"Contract, Permanent","Research Engineer (Physical Oceanography / Metocean), TCOMS","TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPORE LTD.",3 years  exp,Professional,"Sciences , Laboratory , R&D","   Perform research in the following areas, to support the development of real-time modelling system: physical oceanography wave and coastal hydrodynamics modelling wind-wave modelling wave-current interactions machine learning for prediction of environmental characteristics Conduct extensive and high-quality research to develop integrated physical-numerical modelling & simulations using combinations of: physical experiments and field / experimental sensing numerical simulations using CFD and/or potential flow-based models or other relevant techniques data analytics Collaborate with industry partners, affiliated research institutes and other relevant stakeholders to assist in securing further research grants. Any other duties as assigned by supervisor. ,  Bachelorâs or Masterâs Degree from reputable universities in Physical Oceanography, Ocean Engineering, Naval Architecture, Civil Engineering, Applied Mathematics or other related disciplines. ,  Preferably 3 years of relevant research/industry experience with competent knowledge in some of the following areas: Deep knowledge in numerical simulation of wave hydrodynamics, such as wave-current interactions, nonlinear wave modelling and wind-wave modelling Physical modelling in wave flume, wave tank or ocean basin. Hardware-in-the-loop (HIL) testing and development Sensing, data analytics and machine learning. Knowledge of following numerical methods/software such as: Higher Order Spectral Method (HOSM), Boundary Element Method (BEM) or equivalent potential flow method; and OpenFOAM, StarCCM+ MIKE21, SELFE SWAN, WAVE WATCH III or similar software ,  Good interpersonal and communications skills. Ability to adapt and work effectively as members of a team. Good command of written and spoken English language. Resourceful and self-driven with a high degree of professional integrity.   ",3000.0,5500.0,4250.0,2
Permanent,Computer Vision Scientist,BIPO SERVICE (SINGAPORE) PTE. LTD.,3 years  exp,Senior Management,"Information Technology, Sciences , Laboratory , R&D",    ,9000.0,17000.0,13000.0,3
Permanent, AI Research Director,SENSETIME INTERNATIONAL PTE. LTD.,10 years  exp,Professional,"Information Technology, Telecommunications",    ,15000.0,18000.0,16500.0,1
"Contract, Permanent",Securities Processing Platform Java Engineer,"JPMORGAN CHASE BANK, N.A.",3 years  exp,Professional,"Banking , Finance","   Experience in Java and related technologies developing high performance enterprise applicationsâ  Experience working with Spring Boot and Spring Cloud  Experience defining RESTful APIs and building RESTful Web Services  Practical experience with either SQL database technology, preferably Oracle or NoSQL database technologies; preferably Apache Cassandra  Experience building mission-critical applications based on micro services architecture  Understanding of DevOps principles, tools and the intersection with cloud architecture  Experience with cloud architectures; security, availability, micro services, consumption based billing, designed for scalability  Ability to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture; Strong communication and interpersonal skills  ,  Experience working on high throughput mission critical high performance STP platforms  Experienced in full stack development across all three tiers GUI, Java and DB(oracle)  Experience using CI tools like Jenkins or similar  Prior experience in the financial industry    ",4000.0,8000.0,6000.0,1
"Contract, Permanent","Research Engineer (Control System), TCOMS","TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPORE LTD.",,Professional,"Sciences , Laboratory , R&D","   Develop hardware and software control architectures to support R&D in the marine and offshore domain. This includes developing, testing, troubleshooting software and verification procedures. Develop engineering requirements, specification and validation criteria for high-quality research using combinations of physical experiments, sensing, numerical simulations as well as data analytics to develop integrated physical-numerical modelling, simulations and applications. Perform dynamic modelling of physical systems and control algorithm design. Survey literature and implement state-of-the-art techniques and tools (such as AI, deep learning, machine learning, etc) to solve challenging problems.) Collaborate with industry partners, affiliated research institutes and other relevant stakeholders to contribute to grant proposals for research funding consistent with the strategic goals of TCOMS. Any other duties as assigned by supervisor. ,  Preferably having relevant research/industry experience with competent knowledge in some of the following areas: ,  Knowledge of software such as LabView, MATLAB, etc. and experience with engineering simulations and prototyping tools ,  Good interpersonal and communications skills Ability to adapt and work effectively as members of a team Good command of written and spoken English language Resourceful and self-driven with a high degree of professional integrity   ",3900.0,7800.0,5850.0,2
"Contract, Permanent","Research Engineer (Control System), TCOMS","TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPORE LTD.",,Professional,"Sciences , Laboratory , R&D","   Develop hardware and software control architectures to support R&D in the marine and offshore domain. This includes developing, testing, troubleshooting software and verification procedures. Develop engineering requirements, specification and validation criteria for high-quality research using combinations of physical experiments, sensing, numerical simulations as well as data analytics to develop integrated physical-numerical modelling, simulations and applications. Perform dynamic modelling of physical systems and control algorithm design. Survey literature and implement state-of-the-art techniques and tools (such as AI, deep learning, machine learning, etc) to solve challenging problems.) Collaborate with industry partners, affiliated research institutes and other relevant stakeholders to contribute to grant proposals for research funding consistent with the strategic goals of TCOMS. Any other duties as assigned by supervisor. ,  Preferably having relevant research/industry experience with competent knowledge in some of the following areas: ,  Knowledge of software such as LabView, MATLAB, etc. and experience with engineering simulations and prototyping tools ,  Good interpersonal and communications skills Ability to adapt and work effectively as members of a team Good command of written and spoken English language Resourceful and self-driven with a high degree of professional integrity   ",3000.0,5500.0,4250.0,2
"Contract, Permanent","Scientist (Control System), TCOMS","TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPORE LTD.",3 years  exp,Professional,"Sciences , Laboratory , R&D","   Perform dynamic modelling of physical systems, control design and the coupling of numerical and physical systems applied to the marine and offshore domain Develop hardware and software control architectures to support R&D in the areas of offshore hydrodynamics and fluid-structure interactions. This includes developing, testing, troubleshooting software and verification procedures Develop engineering requirements, specification and validation criteria for high-quality research using combinations of physical experiments, sensing, numerical simulations as well as data analytics to develop integrated physical-numerical modelling, simulations and applications Survey literature and implement state-of-the-art techniques and tools (such as AI, deep learning, machine learning, etc) to solve challenging problems Collaborate with industry partners, affiliated research institutes and other relevant stakeholders to contribute to grant proposals for research funding consistent with the strategic goals of TCOMS Any other duties as assigned by supervisor ,  Preferably over 3 years of relevant postdoctoral/research/industry experience with competent knowledge in some of the following areas: ,  Knowledge of software such as LabView, MATLAB, etc. and experience with engineering simulations and prototyping tools ,  Good interpersonal and communications skills. Ability to adapt and work effectively as members of a team Good command of written and spoken English language Resourceful and self-driven with a high degree of professional integrity   ",4500.0,9000.0,6750.0,2
Permanent,Techno Functional Analyst ,PRUDENTIAL ASSURANCE COMPANY SINGAPORE (PTE) LIMITED,8 years  exp,Manager,"Banking , Finance, Information Technology","   Manages a team of Business Analysts to understand AS-IS business processes, and work with stakeholders to define TO-BE business processes to transform our business and operations with digital enablers. Develop use cases / user stories and acceptance criteria to be implemented in business applications. Accountable for the KPIs of the team, including Ensure that the team maintain and support the applications in accordance to business priority and needs. Deliver applications in accordance to relevant IT policies and procedures. Lead projects, resolve new/complex problems which may impact the application. Responsible for the training & development of the team. Manages stakeholders, including influencing and persuading, as part of applications delivery and support. Provide change management as business transform to new business applications and processes. Liaise between product owner, business sponsors, subject matter experts, experience designers, testers and development groups to remove roadblocks and foster communication. Drive technical excellence and strategy for the EBS Team Build & Deploy technical solutions to deliver enterprise digital capabilities Translate requirements into well-architected solutions that best leverage the new age Technologies to provide Digital capabilities for the enterprise Provide oversight and governance for the key projects running under EBS team Participate and facilitate technical discussions with team as well as all other stakeholders related to key EBS technical projects Define and evolve technical standards and processes for the EBS Platforms Develop data integration, migration and deployment strategies Collaborate with key business stakeholders to understand business requirements and manage expectations. Build relationships with key internal and external stakeholders Manage and mentor junior team members Proactively ensure a high standard of engineering by developing and maintaining team standards, documentation, tools, and best practices Deliver applications in accordance to relevant IT policies and procedures Lead project deliveries by resolving new or complex problems which may impact the application Responsible for the technical training & development of the team ,  Strong server-side programming experience in Java (preferably Java8 or higher) and Spring Boot based ecosystem with 8+ years in developing service-oriented projects Expert level experience defining the system architecture landscape, identifying gaps between current and desired end-states, and delivering a comprehensive solution that will enable achievement of the desired business outcomes Comfortable with Agile/iterative project management methodologies Direct experience with cloud services based on Azure Kubernetes Service Experience in a highly-available, highly scalable, uptime-critical production environment Experience in Networking and Security Experience in SQL, relational databases, database concepts, dimensional modeling and database design Good proficiency with Automated Testing and Continuous Integration using tools like Selenium, JSunit, Jasmine, Mocha or comparable testing framework Knowledge of data integration tools and experience integrating enterprise applications with different business systems (ETL, reporting, etc.) Proven interest in algorithms, data-mining, machine learning and/or large-scale systems (follows blogs, up-to-date on recent developments, etc.) Strong experience in integration of REST Services and 3rd party APIs. Strong experience with RESTful APIs and Microservices development Strong skills in facilitating workshops with stakeholders of different levels of seniority or backgrounds. Ability to drive constructive discussions and agreements among stakeholders with different opinions Strong understanding of environment management, release management, code versioning best practices, and deployment methodologies. ,  Excellent problem analysis skills. Innovative and creative in developing solutions Proven ability to collaborate to deliver for business outcomes Ability to build cohesion and trust in the team Strong sense of drive and commitment to deliver on responsibilities Strong sense of personal accountability Strong attention to detail Strong problem analysis skill. Innovative and creative in developing solutions. Works well in a dynamic environment Creates a culture of empowerment for the team while demonstrating ability and willingness to be hands-on to support the team Independent and works well across different functions. Excellent verbal and written communication skills. ,  More than 8 years in designing, developing and supporting Insurance applications Experience in leading and supervising an application development team Experience in Business Process Reengineering and Change Management Experience in managing stakeholders across organisation Experience in Agile software development Experience in influencing Product Owner /Business Sponsor in prioritising demands / sprint grooming, with ability to get buy-in and resolve conflicts. Experience in Insurance domain (Life/Group) will be an added advantage. Experience with 3rd party vendor management is an added advantage ,  Bachelor in Computer Science, Computer Engineering or equivalent ,  Fluent written and spoken English   ",8000.0,12000.0,10000.0,2
"Contract, Permanent","Scientist (Physical Oceanography / Metocean), TCOMS","TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPORE LTD.",3 years  exp,Professional,"Sciences , Laboratory , R&D","   Perform research in the following areas, to support the development of real-time modelling system: physical oceanography wave and coastal hydrodynamics modelling wind-wave modelling wave-current interactions machine learning for prediction of environmental characteristics Conduct extensive and high-quality research to develop integrated physical-numerical modelling & simulations using combinations of: physical experiments and field / experimental sensing numerical simulations using CFD and/or potential flow-based models or other relevant techniques data analytics Collaborate with industry partners, affiliated research institutes and other relevant stakeholders to assist in securing further research grants. Any other duties as assigned by supervisor. ,  PhD Degree in Physical Oceanography, Ocean Engineering, Naval Architecture, Civil Engineering, Applied Mathematics or other related disciplines. ,  For this role, the candidate must have the following: Around 3 years of relevant postdoctoral/research/industry experience Expertise in the modelling of surface waves, wind waves, ocean circulation and coastal dynamics; Wave modelling experience pertaining to wind-waves (Wave Wave III, SWAN), nonlinear waves (Boussinesq approximation) Data analytics and modelling experience using statistical methods, EOF, ANN, etc In addition to the above, priority will be given to candidates with the following experience: Ocean modelling (NEMO, ROMS) Coastal modelling (MIKE3d, DELFT3D) It will also be advantageous to have prior experience in: CFD packages such as OpenFOAM and Star CCM+ Physical modelling in wave flume, wave tank or ocean basin Hardware-in-the-loop (HIL) testing and development ,  Good interpersonal and communications skills. Ability to adapt and work effectively as members of a team. Good command of written and spoken English language. Resourceful and self-driven with a high degree of professional integrity.   ",4500.0,9000.0,6750.0,2
"Contract, Permanent","Scientist (Physical Oceanography / Metocean), TCOMS","TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPORE LTD.",3 years  exp,Professional,"Sciences , Laboratory , R&D","   Perform research in the following areas, to support the development of real-time modelling system: ocean wave modelling wave-current interactions wave and coastal hydrodynamics modelling wind-wave modelling machine learning for prediction of environmental characteristics Conduct extensive and high-quality research to develop integrated physical-numerical modelling & simulations using combinations of: physical experiments and field / experimental sensing numerical simulations using CFD and/or potential flow-based models or other relevant techniques data analytics Collaborate with industry partners, affiliated research institutes and other relevant stakeholders to assist in securing further research grants. Any other duties as assigned by supervisor. ,  PhD Degree in Physical Oceanography, Ocean Engineering, Naval Architecture, Civil Engineering, Applied Mathematics or other related disciplines. ,  For this role, the candidate must have the following: Around 3 years of relevant postdoctoral/research/industry experience Expertise in the modelling of nonlinear wave propagation, wave-current interaction and coastal dynamics; Wave modelling experience using analytical solutions and numerical methods such as Boussinesq approximation, HOS, etc Data analytics and modelling experience using statistical methods, EOF, ANN, etc In addition to the above, priority will be given to candidates with the following experience: CFD packages such as OpenFOAM and Star CCM+ Boundary element methods; Physical modelling in wave flume, wave tank or ocean basin. Coastal modelling (MIKE3D, DELFT3D) It will also be advantageous to have prior experience in: Hardware-in-the-loop (HIL) testing and development Ocean modelling (NEMO, ROMS) ,  Good interpersonal and communications skills. Ability to adapt and work effectively as members of a team. Good command of written and spoken English language. Resourceful and self-driven with a high degree of professional integrity.   ",4500.0,9000.0,6750.0,2
"Contract, Permanent","Research Engineer, TCOMS","TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPORE LTD.",3 years  exp,Professional,"Sciences , Laboratory , R&D","   Perform research in the areas of offshore hydrodynamics and fluid-structure interactions pertaining to ocean hydrodynamic environment and behaviour of marine & offshore vessels and floating systems in challenging environments Conduct extensive and high-quality research using combinations of physical experiments, sensing, numerical simulations using CFD and/or potential flow-based models or other relevant techniques, as well as data analytics to develop integrated physical-numerical modelling & simulations. Collaborate with industry partners, affiliated research institutes and other relevant stakeholders to assist in securing further research grants. Any other duties as assigned by supervisor. A Bachelor s or Master s degree in Civil Engineering, Mechanical Engineering, Ocean Engineering, Marine Engineering, Offshore Engineering, Naval Architecture or other related disciplines. Preferably 3 years of relevant research/industry experience with competent knowledge in some of the following areas: Deep knowledge in using CFD and/or potential flow-based models to model and simulate fluid-structure interaction problems, such as vessel manoeuvrability, sloshing, and multiple or coupled side-by-side floating systems, for example in offloading or ship-to-ship transfer. Physical modeling in wave flume, wave tank or ocean basin Knowledge/experience in sensing, data analytics, machine learning and/or control of model/full-scale systems will be an advantage. Knowledge of following software will be an advantage: StarCCM+/OpenFOAM or equivalent Hydrostar, HydroD or equivalent Ansys/Abaqus or equivalent OrcaFlex or equivalent Good interpersonal and communications skills. Ability to adapt and work effectively as members of a team. Good command of written and spoken English language. Resourceful and self-driven with a high degree of professional integrity.   ",3900.0,7800.0,5850.0,2
"Contract, Permanent","Research Engineer, TCOMS","TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPORE LTD.",3 years  exp,Professional,"Sciences , Laboratory , R&D","   Perform research in the areas of offshore hydrodynamics and fluid-structure interactions pertaining to ocean hydrodynamic environment and behaviour of marine & offshore vessels and floating systems in challenging environments Conduct extensive and high-quality research using combinations of physical experiments, sensing, numerical simulations using CFD and/or potential flow-based models or other relevant techniques, as well as data analytics to develop integrated physical-numerical modelling & simulations. Collaborate with industry partners, affiliated research institutes and other relevant stakeholders to assist in securing further research grants. Any other duties as assigned by supervisor. A Bachelor s or Master s degree in Civil Engineering, Mechanical Engineering, Ocean Engineering, Marine Engineering, Offshore Engineering, Naval Architecture or other related disciplines. Preferably 3 years of relevant research/industry experience with competent knowledge in some of the following areas: Deep knowledge in using CFD and/or potential flow-based models to model and simulate fluid-structure interaction problems, such as vessel manoeuvrability, sloshing, and multiple or coupled side-by-side floating systems, for example in offloading or ship-to-ship transfer. Physical modeling in wave flume, wave tank or ocean basin Knowledge/experience in sensing, data analytics, machine learning and/or control of model/full-scale systems will be an advantage. Knowledge of following software will be an advantage: StarCCM+/OpenFOAM or equivalent Hydrostar, HydroD or equivalent Ansys/Abaqus or equivalent OrcaFlex or equivalent Good interpersonal and communications skills. Ability to adapt and work effectively as members of a team. Good command of written and spoken English language. Resourceful and self-driven with a high degree of professional integrity.   ",3000.0,5500.0,4250.0,2
"Contract, Permanent","Scientist (Structural Response of Ships & Marine Structures), TCOMS","TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPORE LTD.",3 years  exp,Professional,"Sciences , Laboratory , R&D","   Perform research in the following areas, to support the development of structural health monitoring systems: dynamic structural monitoring and analysis of vessels and marine structures operational modal analysis stochastic subspace or Bayesian online or offline identification algorithms instrumentation of ships and marine structures Conduct extensive and high-quality research to develop integrated physical-numerical modelling & simulations using combinations of: physical experiments and field / experimental sensing numerical simulations using FEM or other relevant techniques data analytics Collaborate with industry partners, affiliated research institutes and other relevant stakeholders to assist in securing further research grants. Any other duties as assigned by supervisor. ,  PhD in Offshore/Civil/Structural/Mechanical Engineering, Naval Architecture, Applied Mathematics or other related disciplines. ,  Preferably 3 years of relevant postdoctoral/research/industry experience with competent knowledge in some of the following areas: Strong working knowledge of marine structures, offshore structural engineering and naval architecture. Knowledge and experience in using FEM structural analysis software packages. Instrumentation and experiments in the field of structural health monitoring. Knowledge/ experience in sensing, data analytics, machine learning of marine and offshore systems at model- and fullscale will be an advantage Hardware-in-the-loop (HIL) testing and development Reduced order modelling Prior experience / knowledge of the following software /programming languages will be preferred: ABAQUS, ANSYS SESAM Suite or equivalent, Fortran, Python and/or C++ ,  Good interpersonal and communications skills. Ability to adapt and work effectively as members of a team. Good command of written and spoken English language. Resourceful and self-driven with a high degree of professional integrity.   ",4500.0,9000.0,6750.0,2
"Contract, Permanent","Scientist, TCOMS","TECHNOLOGY CENTRE FOR OFFSHORE AND MARINE, SINGAPORE LTD.",3 years  exp,Professional,"Sciences , Laboratory , R&D","   Perform research in the areas of offshore hydrodynamics and fluid-structure interactions pertaining to ocean hydrodynamic environment and behaviour of marine & offshore vessels and floating systems in challenging environments. Conduct extensive and high-quality research using combinations of physical experiments, sensing, numerical simulations using CFD and/or potential flow-based models or other relevant techniques, as well as data analytics to develop integrated physical-numerical modelling & simulations. Collaborate with industry partners, affiliated research institutes and other relevant stakeholders to assist in securing further research grants. Any other duties as assigned by supervisor. ,  Masters/ Ph.D. in Civil Engineering, Mechanical Engineering, Ocean Engineering, Marine Engineering, Offshore Engineering, Physical Oceanography, Applied Mathematics or other related disciplines. Preferably 3 years of relevant postdoctoral/research/industry experience with competent knowledge in some of the following areas: Deep knowledge in using CFD and/or potential flow-based models to model and simulate ocean wave hydrodynamics, such as nonlinear wave-wave interactions, wave breaking, and wave growth evolution. Physical modelling in wave flume, wave tank or ocean basin. Sensing, data analytics and machine learning. Knowledge of following numerical methods/software is an advantage: Higher Order Spectral Method (HOSM), Boundary Element Method (BEM) or equivalent potential flow method; and OpenFOAM, StarCCM+ or equivalent CFD software Good interpersonal and communications skills. Ability to adapt and work effectively as members of a team. Good command of written and spoken English language. Resourceful and self-driven with a high degree of professional integrity.   ",4500.0,9000.0,6750.0,2
Permanent,Research Fellow (Machine Learning / Traffic Management),NANYANG TECHNOLOGICAL UNIVERSITY,1 year  exp,Professional,"Sciences , Laboratory , R&D","   Developing novel techniques for traffic management using artificial intelligence Perform an extensive literature survey for traffic prediction, clustering algorithms, mapping of roads, etc ,  PhD in machine learning, traffic management or related fields Experience in developing clustering algorithms Real world experience in implementing the algorithms developed Experience in solving various optimization techniques   ",4000.0,6000.0,5000.0,2
Permanent,Research Fellow (Machine Learning / Traffic Management),NANYANG TECHNOLOGICAL UNIVERSITY,1 year  exp,Professional,"Sciences , Laboratory , R&D","   Developing novel techniques for traffic management using artificial intelligence Perform an extensive literature survey for traffic prediction, clustering algorithms, mapping of roads, etc ,  PhD degree in machine learning, traffic management or related fields Experience in developing clustering algorithms Real world experience in implementing the algorithms developed Experience in solving various optimization techniques   ",4000.0,6000.0,5000.0,2
Permanent,"Applied Research Scientist, Computer Vision and Deep Learning",VISENZE PTE. LTD.,2 years  exp,Professional,Information Technology,"   Research and develop novel and accurate computer vision and deep learning algorithms Analyse and improve the efficiency, scalability, and stability of various production computer vision systems. Collaborate with engineering team members from the level of prototyping to the level of production. Patent drafting for the development of the technologies. ,  Advanced degree in Computer Science with publications in the fields of machine learning/deep learning or computer vision Strong experience in deep learning and computer vision Strong experience in at least one of the following areas: object detection, embedding, classification, segmentation and OCR etc. Good experience in deep learning framework, such as Pytorch /MXNet /Tensorflow Strong in languages such as Python and C++ Minimum 3 years of experience in building large-scale computer vision projects from the level of researching a prototype to the level of production   ",6500.0,8000.0,7250.0,0
